Invoice ID,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,City
645-78-8093,Normal,Female,Sports and travel,93.14,2,9.314,195.594,1/20/2019,18:09,Ewallet,4.1,Yangon
478-06-7835,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,1/11/2019,11:20,Ewallet,4.9,Yangon
540-11-4336,Normal,Male,Food and beverages,24.94,9,11.223,235.68300000000002,1/11/2019,16:49,Credit card,5.6,Yangon
448-81-5016,Normal,Male,Health and beauty,59.77,2,5.977,125.51700000000001,3/11/2019,12:01,Credit card,5.8,Yangon
217-58-1179,Member,Male,Home and lifestyle,62.65,4,12.530000000000001,263.13,1/5/2019,11:25,Cash,4.2,Yangon
530-90-9855,Member,Male,Home and lifestyle,47.59,8,19.036,399.75600000000003,1/1/2019,14:47,Cash,5.7,Yangon
604-70-6476,Member,Male,Fashion accessories,17.94,5,4.485,94.185,1/23/2019,14:04,Ewallet,6.8,Yangon
799-71-1548,Member,Male,Electronic accessories,77.72,4,15.544,326.424,1/7/2019,16:11,Credit card,8.8,Yangon
290-68-2984,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,5.2,Yangon
704-11-6354,Member,Male,Home and lifestyle,58.9,8,23.560000000000002,494.76,1/6/2019,11:23,Cash,8.9,Yangon
366-93-0948,Member,Male,Electronic accessories,66.35,1,3.3175,69.66749999999999,1/31/2019,10:46,Credit card,9.7,Yangon
729-09-9681,Member,Male,Home and lifestyle,25.91,6,7.773000000000001,163.233,2/5/2019,10:16,Ewallet,8.7,Yangon
151-16-1484,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,6.5,Yangon
850-41-9669,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,3/19/2019,13:25,Ewallet,6.2,Yangon
447-15-7839,Member,Female,Sports and travel,22.24,10,11.12,233.51999999999998,2/9/2019,11:00,Cash,4.2,Yangon
253-12-6086,Member,Female,Sports and travel,98.4,7,34.440000000000005,723.2400000000001,3/12/2019,12:43,Credit card,8.7,Yangon
144-51-6085,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,1/5/2019,16:05,Credit card,4.4,Yangon
731-14-2199,Member,Female,Home and lifestyle,35.54,10,17.77,373.16999999999996,1/4/2019,13:34,Ewallet,7.0,Yangon
126-54-1082,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,1/7/2019,11:44,Credit card,8.8,Yangon
633-91-1052,Normal,Female,Home and lifestyle,12.03,2,1.203,25.262999999999998,1/27/2019,15:51,Cash,5.1,Yangon
828-61-5674,Member,Male,Sports and travel,44.02,10,22.010000000000005,462.21000000000004,3/20/2019,19:57,Credit card,9.6,Yangon
136-08-6195,Normal,Female,Home and lifestyle,69.96,8,27.983999999999998,587.664,2/15/2019,17:01,Credit card,6.4,Yangon
490-29-1201,Normal,Female,Sports and travel,15.34,1,0.767,16.107,1/6/2019,11:09,Cash,6.5,Yangon
667-92-0055,Member,Male,Health and beauty,99.83,6,29.949,628.929,3/4/2019,15:02,Ewallet,8.5,Yangon
565-17-3836,Member,Female,Health and beauty,47.67,4,9.534,200.214,3/12/2019,14:21,Cash,9.1,Yangon
430-60-3493,Member,Female,Home and lifestyle,94.88,7,33.208,697.3679999999999,2/3/2019,14:38,Cash,4.2,Yangon
278-97-7759,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2/18/2019,20:29,Cash,4.7,Yangon
316-68-6352,Member,Female,Food and beverages,36.36,2,3.636,76.356,1/21/2019,10:00,Cash,7.1,Yangon
744-02-5987,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,1/10/2019,14:16,Ewallet,5.8,Yangon
307-83-9164,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,1/25/2019,15:54,Cash,4.5,Yangon
439-54-7422,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,3/18/2019,17:15,Credit card,4.7,Yangon
411-77-0180,Member,Male,Electronic accessories,72.2,7,25.270000000000003,530.6700000000001,3/26/2019,20:14,Ewallet,4.3,Yangon
286-01-5402,Normal,Female,Sports and travel,40.23,7,14.080499999999999,295.69049999999993,3/30/2019,13:22,Cash,9.6,Yangon
803-17-8013,Member,Female,Home and lifestyle,88.79,8,35.516000000000005,745.836,2/17/2019,17:09,Cash,4.1,Yangon
512-98-1403,Member,Female,Electronic accessories,26.48,3,3.972,83.41199999999999,3/21/2019,10:40,Ewallet,4.7,Yangon
848-42-2560,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,3/5/2019,17:43,Cash,7.8,Yangon
870-76-1733,Member,Female,Food and beverages,14.23,5,3.5575000000000006,74.70750000000001,2/1/2019,10:08,Credit card,4.4,Yangon
423-64-4619,Member,Female,Health and beauty,15.55,9,6.997500000000001,146.94750000000002,3/7/2019,13:12,Cash,5.0,Yangon
372-94-8041,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2/15/2019,18:03,Ewallet,9.8,Yangon
563-91-7120,Normal,Female,Fashion accessories,61.77,5,15.442500000000003,324.2925,3/8/2019,13:21,Cash,6.7,Yangon
746-54-5508,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,1/17/2019,12:48,Credit card,9.4,Yangon
815-11-1168,Member,Male,Food and beverages,99.78,5,24.945,523.845,3/9/2019,19:09,Cash,5.4,Yangon
340-66-0321,Member,Male,Electronic accessories,36.36,4,7.272,152.712,3/25/2019,13:07,Cash,7.6,Yangon
634-97-8956,Normal,Male,Food and beverages,32.9,3,4.935,103.63499999999999,2/17/2019,17:27,Credit card,9.1,Yangon
566-71-1091,Normal,Male,Fashion accessories,77.02,5,19.255,404.35499999999996,2/3/2019,15:59,Cash,5.5,Yangon
442-48-3607,Member,Male,Food and beverages,23.48,2,2.3480000000000003,49.308,3/14/2019,11:21,Credit card,7.9,Yangon
527-09-6272,Member,Female,Electronic accessories,28.45,5,7.112500000000001,149.3625,3/21/2019,10:17,Credit card,9.1,Yangon
898-04-2717,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,3/19/2019,15:49,Ewallet,7.5,Yangon
150-89-8043,Normal,Male,Sports and travel,44.65,3,6.6975,140.64749999999998,2/14/2019,15:04,Cash,6.2,Yangon
135-84-8019,Normal,Female,Fashion accessories,77.93,9,35.06850000000001,736.4385000000001,2/27/2019,16:10,Ewallet,7.6,Yangon
441-94-7118,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2/4/2019,12:14,Cash,7.3,Yangon
531-80-1784,Normal,Male,Electronic accessories,26.02,7,9.107,191.24699999999999,3/28/2019,17:38,Cash,5.1,Yangon
834-61-8124,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,1/26/2019,18:22,Cash,5.5,Yangon
612-36-5536,Member,Male,Food and beverages,80.96,8,32.384,680.064,2/17/2019,11:12,Credit card,7.4,Yangon
462-67-9126,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,1/21/2019,17:44,Cash,7.2,Yangon
468-88-0009,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,3/24/2019,10:29,Cash,6.0,Yangon
254-31-0042,Member,Male,Electronic accessories,21.5,9,9.675,203.175,3/6/2019,12:46,Credit card,7.8,Yangon
422-29-8786,Normal,Female,Home and lifestyle,67.09,5,16.772500000000004,352.2225,1/3/2019,16:47,Credit card,9.1,Yangon
667-23-5919,Member,Female,Fashion accessories,96.7,5,24.175,507.675,1/14/2019,12:52,Ewallet,7.0,Yangon
289-15-7034,Member,Male,Sports and travel,82.33,4,16.466,345.786,1/11/2019,10:37,Credit card,7.5,Yangon
662-72-2873,Normal,Female,Food and beverages,40.94,5,10.235,214.935,1/6/2019,13:58,Ewallet,9.9,Yangon
725-56-0833,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2/20/2019,16:49,Credit card,10.0,Yangon
563-36-9814,Member,Male,Electronic accessories,76.82,1,3.8409999999999997,80.66099999999999,2/13/2019,18:27,Ewallet,7.2,Yangon
308-47-4913,Member,Female,Sports and travel,52.26,10,26.130000000000003,548.73,3/9/2019,12:45,Credit card,6.2,Yangon
885-17-6250,Normal,Female,Health and beauty,79.74,1,3.987,83.72699999999999,3/6/2019,10:36,Ewallet,7.3,Yangon
726-27-2396,Normal,Female,Health and beauty,77.5,5,19.375,406.875,1/24/2019,20:36,Ewallet,4.3,Yangon
316-01-3952,Normal,Female,Food and beverages,54.27,5,13.567500000000003,284.9175,3/13/2019,14:16,Ewallet,4.6,Yangon
882-40-4577,Member,Male,Sports and travel,67.26,4,13.452000000000002,282.492,1/19/2019,15:28,Credit card,8.0,Yangon
732-67-5346,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,1/11/2019,19:07,Credit card,7.8,Yangon
256-08-8343,Normal,Female,Home and lifestyle,56.53,4,11.306000000000001,237.42600000000002,3/4/2019,19:48,Ewallet,5.5,Yangon
132-23-6451,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,1/4/2019,13:21,Cash,7.8,Yangon
696-90-2548,Normal,Male,Sports and travel,25.84,3,3.876,81.396,3/10/2019,18:55,Ewallet,6.6,Yangon
472-15-9636,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,3/22/2019,19:36,Ewallet,9.2,Yangon
745-71-3520,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2/4/2019,10:23,Cash,8.2,Yangon
269-10-8440,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,1/21/2019,18:01,Cash,8.9,Yangon
325-77-6186,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,3/8/2019,10:53,Ewallet,7.3,Yangon
459-50-7686,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,1/13/2019,19:14,Ewallet,6.4,Yangon
345-08-4992,Normal,Male,Home and lifestyle,33.99,6,10.197000000000001,214.137,3/8/2019,15:37,Credit card,7.7,Yangon
138-17-5109,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,1/15/2019,15:42,Credit card,6.5,Yangon
301-11-9629,Normal,Female,Sports and travel,19.1,7,6.685000000000001,140.38500000000002,1/15/2019,10:43,Cash,9.7,Yangon
727-17-0390,Normal,Female,Food and beverages,63.61,5,15.902500000000002,333.9525,3/16/2019,12:43,Ewallet,4.8,Yangon
568-88-3448,Normal,Male,Health and beauty,25.0,1,1.25,26.25,3/3/2019,15:09,Ewallet,5.5,Yangon
187-83-5490,Member,Male,Electronic accessories,20.77,4,4.154,87.234,1/31/2019,13:47,Cash,4.7,Yangon
470-32-9057,Member,Male,Food and beverages,51.34,5,12.835000000000003,269.535,3/28/2019,15:31,Credit card,9.1,Yangon
340-21-9136,Member,Female,Sports and travel,40.05,4,8.01,168.20999999999998,1/25/2019,11:40,Cash,9.7,Yangon
405-31-3305,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2/2/2019,18:31,Credit card,5.5,Yangon
676-39-6028,Member,Female,Electronic accessories,64.44,5,16.11,338.31,3/30/2019,17:04,Cash,6.6,Yangon
502-05-1910,Normal,Male,Health and beauty,65.18,3,9.777000000000001,205.317,2/25/2019,20:35,Credit card,6.3,Yangon
485-30-8700,Normal,Female,Sports and travel,33.26,5,8.315,174.61499999999998,3/18/2019,16:10,Credit card,4.2,Yangon
575-67-1508,Normal,Male,Electronic accessories,38.6,1,1.9300000000000002,40.53,1/29/2019,11:26,Ewallet,6.7,Yangon
674-15-9296,Normal,Male,Sports and travel,37.14,5,9.285,194.98499999999999,1/8/2019,13:05,Ewallet,5.0,Yangon
795-49-7276,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,3/23/2019,18:59,Ewallet,8.3,Yangon
510-09-5628,Member,Female,Fashion accessories,19.66,10,9.83,206.43,3/15/2019,18:20,Credit card,7.2,Yangon
420-18-8989,Member,Female,Sports and travel,51.52,8,20.608000000000004,432.76800000000003,2/2/2019,15:47,Cash,9.6,Yangon
726-29-6793,Member,Male,Electronic accessories,24.18,8,9.672,203.112,1/28/2019,20:54,Ewallet,9.8,Yangon
209-61-0206,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.27749999999997,1/5/2019,17:29,Ewallet,6.1,Yangon
595-27-4851,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,1/27/2019,18:05,Ewallet,9.3,Yangon
189-52-0236,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,3/14/2019,12:07,Cash,7.6,Yangon
220-28-1851,Normal,Male,Home and lifestyle,34.73,2,3.473,72.93299999999999,3/1/2019,18:14,Ewallet,9.7,Yangon
609-81-8548,Member,Female,Home and lifestyle,37.44,6,11.232,235.87199999999999,2/6/2019,13:55,Credit card,5.9,Yangon
534-01-4457,Normal,Male,Food and beverages,81.71,6,24.513,514.773,1/27/2019,14:36,Credit card,8.0,Yangon
719-89-8991,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2/25/2019,16:03,Ewallet,7.1,Yangon
827-77-7633,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2/17/2019,19:41,Cash,9.3,Yangon
287-83-1405,Normal,Male,Health and beauty,25.43,6,7.629,160.20899999999997,2/12/2019,19:01,Ewallet,7.0,Yangon
435-13-4908,Member,Male,Fashion accessories,86.68,8,34.672000000000004,728.1120000000001,1/24/2019,18:04,Credit card,7.2,Yangon
892-05-6689,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,3/11/2019,13:28,Ewallet,6.2,Yangon
643-38-7867,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,3/7/2019,11:44,Ewallet,6.9,Yangon
308-81-0538,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2/25/2019,17:16,Credit card,4.9,Yangon
460-35-4390,Normal,Male,Home and lifestyle,30.68,3,4.601999999999999,96.642,1/22/2019,11:00,Ewallet,9.1,Yangon
647-50-1224,Normal,Female,Fashion accessories,29.42,10,14.710000000000003,308.91,1/12/2019,16:23,Ewallet,8.9,Yangon
541-48-8554,Normal,Male,Sports and travel,60.95,9,27.427500000000006,575.9775000000001,1/7/2019,12:08,Credit card,6.0,Yangon
213-32-1216,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,1/23/2019,10:28,Cash,7.3,Yangon
134-75-2619,Member,Male,Electronic accessories,19.32,7,6.7620000000000005,142.002,3/25/2019,18:51,Cash,6.9,Yangon
712-39-0363,Member,Male,Food and beverages,41.66,6,12.498,262.45799999999997,1/2/2019,15:24,Ewallet,5.6,Yangon
218-59-9410,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,3/29/2019,16:54,Ewallet,8.2,Yangon
760-90-2357,Member,Male,Electronic accessories,74.51,6,22.353000000000005,469.41300000000007,3/20/2019,15:08,Ewallet,5.0,Yangon
698-98-5964,Normal,Female,Food and beverages,81.21,10,40.605,852.7049999999999,1/17/2019,13:01,Credit card,6.3,Yangon
651-88-7328,Normal,Female,Fashion accessories,65.74,9,29.583,621.2429999999999,1/1/2019,13:55,Cash,7.7,Yangon
239-48-4278,Member,Male,Food and beverages,10.13,7,3.5455000000000005,74.45550000000001,3/10/2019,19:35,Ewallet,8.3,Yangon
550-84-8664,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,3/22/2019,14:33,Credit card,8.6,Yangon
797-88-0493,Normal,Female,Health and beauty,64.27,4,12.854,269.93399999999997,3/26/2019,13:54,Cash,7.7,Yangon
443-82-0585,Member,Female,Health and beauty,77.68,4,15.536000000000001,326.25600000000003,2/1/2019,19:54,Cash,8.4,Yangon
127-47-6963,Normal,Male,Health and beauty,51.71,4,10.342,217.18200000000002,3/9/2019,13:53,Credit card,9.8,Yangon
278-86-2735,Normal,Female,Food and beverages,52.34,3,7.851000000000001,164.871,3/27/2019,14:03,Cash,9.2,Yangon
695-28-6250,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2/4/2019,16:38,Ewallet,7.7,Yangon
227-50-3718,Normal,Male,Health and beauty,14.62,5,3.655,76.755,3/4/2019,12:23,Cash,4.4,Yangon
560-49-6611,Member,Female,Sports and travel,45.58,1,2.279,47.858999999999995,2/7/2019,14:13,Cash,9.8,Yangon
880-35-0356,Member,Female,Sports and travel,75.2,3,11.280000000000001,236.88000000000002,2/5/2019,11:51,Ewallet,4.8,Yangon
152-68-2907,Normal,Male,Food and beverages,52.2,3,7.830000000000002,164.43000000000004,2/15/2019,13:30,Credit card,9.5,Yangon
334-64-2006,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,3/24/2019,14:22,Ewallet,9.6,Yangon
559-98-9873,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2/10/2019,12:56,Ewallet,5.2,Yangon
318-12-0304,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,1/23/2019,12:20,Ewallet,5.2,Yangon
421-95-9805,Normal,Female,Electronic accessories,28.96,1,1.4480000000000002,30.408,2/7/2019,10:18,Credit card,6.2,Yangon
443-59-0061,Member,Male,Food and beverages,67.45,10,33.725,708.225,2/3/2019,11:25,Ewallet,4.2,Yangon
509-29-3912,Member,Female,Sports and travel,38.72,9,17.424000000000003,365.904,3/20/2019,12:24,Ewallet,4.2,Yangon
828-46-6863,Member,Male,Food and beverages,98.53,6,29.559000000000005,620.739,1/23/2019,11:22,Credit card,4.0,Yangon
420-97-3340,Normal,Female,Food and beverages,71.68,3,10.752000000000002,225.79200000000003,3/28/2019,15:30,Credit card,9.2,Yangon
436-54-4512,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,3/20/2019,19:44,Cash,9.8,Yangon
816-57-2053,Normal,Male,Sports and travel,60.87,2,6.087,127.827,3/9/2019,12:37,Ewallet,8.7,Yangon
856-66-2701,Member,Male,Home and lifestyle,53.3,3,7.994999999999999,167.89499999999998,1/25/2019,14:19,Ewallet,7.5,Yangon
308-39-1707,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,1/26/2019,18:19,Credit card,8.2,Yangon
149-61-1929,Normal,Male,Sports and travel,64.19,10,32.095,673.995,1/19/2019,14:08,Credit card,6.7,Yangon
655-07-2265,Normal,Male,Electronic accessories,78.31,3,11.746500000000001,246.6765,3/5/2019,16:38,Ewallet,5.4,Yangon
589-02-8023,Member,Male,Food and beverages,83.77,2,8.377,175.917,1/15/2019,10:54,Credit card,7.0,Yangon
610-46-4100,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,3/3/2019,20:31,Credit card,6.0,Yangon
706-36-6154,Member,Male,Home and lifestyle,19.36,9,8.712000000000002,182.952,1/18/2019,18:43,Ewallet,8.7,Yangon
742-04-5161,Member,Male,Home and lifestyle,72.78,10,36.39,764.1899999999999,2/3/2019,17:24,Cash,7.3,Yangon
169-52-4504,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,3/14/2019,14:13,Credit card,5.8,Yangon
562-12-5430,Member,Female,Fashion accessories,88.15,3,13.222500000000004,277.67250000000007,1/18/2019,10:11,Ewallet,7.9,Yangon
816-72-8853,Member,Female,Sports and travel,27.93,5,6.982500000000001,146.6325,1/29/2019,15:48,Cash,5.9,Yangon
491-38-3499,Member,Male,Fashion accessories,55.45,1,2.7725000000000004,58.222500000000004,2/26/2019,17:46,Credit card,4.9,Yangon
518-17-2983,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,2/4/2019,15:44,Ewallet,7.6,Yangon
588-47-8641,Member,Male,Fashion accessories,56.04,10,28.02,588.42,1/14/2019,19:30,Ewallet,4.4,Yangon
